time,VelocityError,PressureError
0.01,0.0003182909775530546,0.016293461972734322
0.02,0.0006476320382118551,0.00867243080653409
0.03,0.0009531361772987464,0.00977219375624413
0.04,0.001268070509886834,0.010889673724248733
0.05,0.0015823988135456903,0.01062181137219153
0.06,0.0018958901909226968,0.01109780999179004
0.07,0.0022094019538651693,0.011551248449727753
0.08,0.002522673106718679,0.011970255265338568
0.09,0.0028357975787342187,0.012485555032655428
0.1,0.003148850489520286,0.013031524265364722
0.11,0.0034619077740450934,0.013613155266565934
0.12,0.0037750497757108492,0.014232938529514908
0.13,0.004088385118336737,0.014887686086390926
0.14,0.004402012688250767,0.015573717210430714
0.15,0.004716056479084079,0.016293457983805118
0.16,0.005030634607349068,0.017043150675206623
0.17,0.005345885641333005,0.01782549271694544
0.18,0.005661944143607086,0.018637674157611233
0.19,0.005978961267987444,0.019482788574338137
0.2,0.0062970844882565,0.020358313763494108
0.21,0.006616474145352784,0.021267448365432103
0.22,0.006937286686614005,0.022207490946673073
0.23,0.007259688068936767,0.02318125551945218
0.24,0.007583839866555548,0.024185458193214035
0.25,0.007909910162212094,0.025222265227280126
0.26,0.008238062044795774,0.026287786581194482
0.27,0.00856846251990242,0.027383727283422397
0.28,0.008901273005387619,0.028505933780539172
0.29,0.009236656626242352,0.02965605784093297
0.3,0.00957477033960897,0.03083002786834327
0.31,0.009915770870954847,0.03202959515808711
0.32,0.010259808214749927,0.033250719942232505
0.33,0.010607030480055289,0.03449498187737334
0.34,0.010957578631680478,0.03575798921724163
0.35,0.011311590480616434,0.037040737704736766
0.36,0.011669196530142685,0.038338215394451425
0.37,0.012030523257539994,0.03965073426943191
0.38,0.01239568988596764,0.04097275485368077
0.39,0.012764811049512556,0.04230422133620636
0.4,0.013137994294789308,0.04363951540799619
0.41,0.01351534221300716,0.04497865909930145
0.42,0.013896950495615156,0.046316367782523855
0.43,0.014282909622214441,0.04765302234030131
0.44,0.014673303355822998,0.048983814837302846
0.45,0.015068210071885265,0.050309471409918594
0.46,0.015467701658582191,0.05162553710778252
0.47,0.015871844549663446,0.052932877609070984
0.48,0.016280699060285304,0.05422715211553848
0.49,0.016694320126314815,0.05550914314445412
0.5,0.01711275710431916,0.0567744954552763
0.51,0.01753605414626009,0.05802383763264872
0.52,0.017964250445444717,0.05925283388666415
0.53,0.01839738016325646,0.06046209200954544
0.54,0.018835473064403592,0.06164749978794238
0.55,0.019278553991869608,0.06280987409268801
0.56,0.019726643819244532,0.06394555332779232
0.57,0.020179758596900972,0.06505573695339076
0.58,0.020637910729047675,0.06613732090138577
0.59,0.021101108005835267,0.0671919053064007
0.6,0.02156935487136529,0.0682168912584039
0.61,0.022042651567199156,0.06921416593770871
0.62,0.022520995315795492,0.07018149914896128
0.63,0.023004379732537734,0.07112092591042253
0.64,0.023492795747516337,0.07203047659739202
0.65,0.023986231348681317,0.07291226534481662
0.66,0.024484672151711396,0.07376456675868046
0.67,0.024988101475489483,0.07458959831743457
0.68,0.02549650061730607,0.07538593629364577
0.69,0.02600984920943618,0.07615596699573114
0.7,0.026528125351460714,0.0768986268589808
0.71,0.02705130610747496,0.07761649880084083
0.72,0.02757936763007062,0.07830886864234558
0.73,0.028112285575296343,0.07897845709126242
0.74,0.02865003528836612,0.07962479947463379
0.75,0.029192591933676137,0.08025062099621194
0.76,0.029739930784155193,0.08085555762081004
0.77,0.030292026989528115,0.08144219148930094
0.78,0.030848856000449846,0.0820101304234548
0.79,0.03141039301974767,0.08256171804665371
0.8,0.031976613543713915,0.08309647983040207
0.81,0.03254749259027358,0.08361651338073375
0.82,0.033123005284166354,0.08412129821970961
0.83,0.033703125971897105,0.08461276331508036
0.84,0.03428782878415498,0.0850904521411241
0.85,0.03487708676959526,0.08555626054897113
0.86,0.035470872428896,0.08600994855525831
0.87,0.036069157000480134,0.08645354099561256
0.88,0.03667191100395512,0.08688718286248875
0.89,0.037279103756508815,0.08731318303239871
0.9,0.037890703948555496,0.08773221959369502
0.91,0.03850667938131792,0.08814703372124834
0.92,0.03912699755095932,0.08855895187867788
0.93,0.03975162553642039,0.08897123299769885
0.94,0.04038053054142935,0.08938591856714137
0.95,0.0410136798565961,0.08980682006336267
0.96,0.04165104131436832,0.09023669851653589
0.97,0.042292583281966535,0.09067989307712361
0.98,0.04293827500178995,0.0911398303781718
0.99,0.043588086605273246,0.09162129790428879
1.0,0.04424198932929698,0.09212828218215852
1.01,0.04489995556123628,0.09266589154909553
1.02,0.0455619589371594,0.09323852012254358
1.03,0.04622797442182275,0.09385142169075227
1.04,0.04689797829247363,0.09450919704275776
1.05,0.047571948221871045,0.09521702481281565
1.06,0.0482498631477178,0.09597945608415001
1.07,0.048931703312516346,0.09680131725665378
1.08,0.049617450060123955,0.0976868038182962
1.09,0.05030708583004866,0.09864006332917201
1.1,0.05100059398137223,0.09966458542422364
1.11,0.05169795876707006,0.10076348389366689
1.12,0.05239916525831969,0.10193917740478298
1.13,0.05310419927109791,0.10319339907743065
1.14,0.05381304736702222,0.10452716356574711
1.15,0.05452569666312879,0.1059405383456118
1.16,0.05524213485261908,0.10743289179339996
1.17,0.0559623498951775,0.10900245890948089
1.18,0.05668633005960202,0.11064686100630475
1.19,0.057414063583463945,0.11236249582325084
1.2,0.05814553876609166,0.11414530504114495
1.21,0.058880743688471154,0.11599001167298152
1.22,0.059619666340229416,0.11789109941779462
1.23,0.06036229443395188,0.1198419095001197
1.24,0.061108615515199874,0.12183578863183614
1.25,0.061858616872299904,0.12386505330771536
1.26,0.06261228559191068,0.1259222634821244
1.27,0.06336960855434783,0.12799906612530754
1.28,0.06413057242322065,0.13008756074482783
1.29,0.06489516370869391,0.1321790424488993
1.3,0.06566336871147019,0.134265437481572
1.31,0.06643517364929316,0.1363379730496876
1.32,0.06721056461068334,0.1383886692537883
1.33,0.06798952774693097,0.14040896340972242
1.34,0.06877204927412343,0.14239124584742685
1.35,0.06955811568631246,0.1443274601933947
1.36,0.07034771377297748,0.14621066652956316
1.37,0.07114083076361666,0.14803363050326718
1.38,0.0719374543019144,0.14979039331665558
1.39,0.0727375724745015,0.15147485671934416
1.4,0.07354117374054336,0.15308233894252127
1.41,0.07434824688222595,0.1546081616296403
1.42,0.07515878093181173,0.15604917408494023
1.43,0.07597276509522624,0.1574023504141882
1.44,0.07679018867942694,0.15866626761406014
1.45,0.07761104098328185,0.15983973035920085
